Match_id,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11
225245,England,Pakistan,Sophia Gardens,Pakistan,field,draw,ME Trescothick,AJ Strauss,IR Bell,KP Pietersen,PD Collingwood,JWM Dalrymple,R Clarke,CMW Read,SI Mahmood,SCJ Broad,D Gough
225246,England,Pakistan,Lord's,Pakistan,field,Pakistan,ME Trescothick,AJ Strauss,IR Bell,KP Pietersen,PD Collingwood,JWM Dalrymple,R Clarke,CMW Read,D Gough,J Lewis,SCJ Broad
225247,England,Pakistan,The Rose Bowl,Pakistan,field,Pakistan,ME Trescothick,IR Bell,AJ Strauss,KP Pietersen,PD Collingwood,JWM Dalrymple,R Clarke,CMW Read,J Lewis,SCJ Broad,SI Mahmood
225248,England,Pakistan,Trent Bridge,Pakistan,bat,England,Mohammad Hafeez,Shahid Afridi,Younis Khan,Mohammad Yousuf,Inzamam-ul-Haq,Shoaib Malik,Abdul Razzaq,Kamran Akmal,Shoaib Akhtar,Naved-ul-Hasan,Mohammad Asif
225249,England,Pakistan,Edgbaston,England,field,England,Mohammad Hafeez,Imran Farhat,Shahid Afridi,Younis Khan,Mohammad Yousuf,Inzamam-ul-Haq,Abdul Razzaq,Kamran Akmal,Naved-ul-Hasan,Iftikhar Anjum,Mohammad Asif
225252,England,Sri Lanka,Riverside Ground,England,bat,Sri Lanka,ME Trescothick,AJ Strauss,IR Bell,KP Pietersen,PD Collingwood,JWM Dalrymple,GO Jones,LE Plunkett,AGR Loudon,SJ Harmison,SI Mahmood
225254,England,Sri Lanka,Headingley,England,bat,Sri Lanka,ME Trescothick,AN Cook,IR Bell,AJ Strauss,VS Solanki,JWM Dalrymple,GO Jones,TT Bresnan,LE Plunkett,Kabir Ali,SJ Harmison
226374,Australia,South Africa,"""Brisbane Cricket Ground",Australia,bat,Australia,JR Hopes,DR Martyn,RT Ponting,A Symonds,MJ Clarke,NW Bracken,ML Lewis,SR Clark,-,-,-
226375,Australia,South Africa,"""Brisbane Cricket Ground",Australia,bat,South Africa,AC Gilchrist,RT Ponting,SM Katich,DR Martyn,A Symonds,MJ Clarke,MEK Hussey,B Lee,NW Bracken,SR Clark,GD McGrath
226376,Australia,South Africa,Docklands Stadium,Australia,bat,Australia,DR Martyn,PA Jaques,RT Ponting,A Symonds,MJ Clarke,MEK Hussey,BJ Haddin,JR Hopes,B Lee,BR Dorey,GD McGrath
226377,Australia,South Africa,Docklands Stadium,Australia,bat,Australia,AC Gilchrist,SM Katich,RT Ponting,DR Martyn,A Symonds,MJ Clarke,MEK Hussey,B Lee,SR Clark,BR Dorey,JR Hopes
226378,Australia,South Africa,Sydney Cricket Ground,Australia,bat,Australia,AC Gilchrist,SM Katich,RT Ponting,A Symonds,DR Martyn,MJ Clarke,MEK Hussey,B Lee,NW Bracken,SR Clark,JR Hopes
226380,Australia,Sri Lanka,Sydney Cricket Ground,Sri Lanka,bat,Sri Lanka,J Mubarak,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,MS Atapattu,TM Dilshan,RP Arnold,WPUJC Vaas,PDRL Perera,KMDN Kulasekara,M Muralitharan
226381,Australia,Sri Lanka,Adelaide Oval,Sri Lanka,bat,Australia,J Mubarak,WU Tharanga,KC Sangakkara,DPMD Jayawardene,MS Atapattu,TM Dilshan,RP Arnold,WPUJC Vaas,WCA Ganegama,KMDN Kulasekara,M Muralitharan
226382,Australia,Sri Lanka,Western Australia Cricket Association Ground,Sri Lanka,bat,Australia,J Mubarak,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,RP Arnold,TM Dilshan,CK Kapugedera,WPUJC Vaas,KMDN Kulasekara,M Muralitharan,CRD Fernando
226383,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka,WU Tharanga,J Mubarak,KC Sangakkara,TM Dilshan,MS Atapattu,DPMD Jayawardene,RP Arnold,WPUJC Vaas,PDRL Perera,KMDN Kulasekara,M Muralitharan
226384,South Africa,Sri Lanka,Adelaide Oval,South Africa,bat,South Africa,GC Smith,HH Dippenaar,JJ van der Wath,JA Rudolph,HH Gibbs,SM Pollock,JM Kemp,CK Langeveldt,AJ Hall,J Botha,-
226385,South Africa,Sri Lanka,Western Australia Cricket Association Ground,Sri Lanka,bat,South Africa,J Mubarak,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,MS Atapattu,RP Arnold,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,HMCM Bandara,M Muralitharan
226386,South Africa,Sri Lanka,Bellerive Oval,Sri Lanka,bat,Sri Lanka,MS Atapattu,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,J Mubarak,TM Dilshan,CK Kapugedera,WPUJC Vaas,M Muralitharan,CRD Fernando,PDRL Perera
226391,New Zealand,Sri Lanka,Jade Stadium,New Zealand,field,New Zealand,WU Tharanga,DA Gunawardene,KC Sangakkara,DPMD Jayawardene,MS Atapattu,TM Dilshan,MF Maharoof,RP Arnold,WPUJC Vaas,CRD Fernando,M Muralitharan
226392,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand,L Vincent,JM How,SP Fleming,PG Fulton,HJH Marshall,SB Styris,CL Cairns,BB McCullum,DL Vettori,JEC Franklin,SE Bond
235831,Pakistan,India,Arbab Niaz Stadium,Pakistan,field,Pakistan,V Sehwag,SR Tendulkar,IK Pathan,MS Dhoni,Yuvraj Singh,R Dravid,AB Agarkar,M Kaif,Z Khan,M Kartik,S Sreesanth
236520,Pakistan,India,Rawalpindi Cricket Stadium,Pakistan,bat,India,Salman Butt,Shoaib Malik,Kamran Akmal,Mohammad Yousuf,Inzamam-ul-Haq,Younis Khan,Shahid Afridi,Abdul Razzaq,Naved-ul-Hasan,Umar Gul,Mohammad Asif
236595,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia,AC Gilchrist,RT Ponting,SM Katich,DR Martyn,A Symonds,MJ Clarke,MEK Hussey,B Lee,NW Bracken,SR Clark,ML Lewis
236809,Pakistan,India,Gaddafi Stadium,India,field,India,Salman Butt,Kamran Akmal,Shahid Afridi,Shoaib Malik,Mohammad Yousuf,Inzamam-ul-Haq,Younis Khan,Abdul Razzaq,Naved-ul-Hasan,Yasir Arafat,Mohammad Asif
236963,Australia,Sri Lanka,"""Brisbane Cricket Ground",Sri Lanka,bat,Australia,MS Atapattu,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,RP Arnold,TM Dilshan,CK Kapugedera,WPUJC Vaas,M Muralitharan,CRD Fernando,PDRL Perera
237222,Pakistan,India,Multan Cricket Stadium,India,field,India,Kamran Akmal,Salman Butt,Shoaib Malik,Inzamam-ul-Haq,Younis Khan,Mohammad Yousuf,Imran Farhat,Abdul Razzaq,Naved-ul-Hasan,Mohammad Sami,Mohammad Asif
237242,New Zealand,West Indies,Eden Park,New Zealand,field,draw,CH Gayle,D Ganga,RS Morton,DR Smith,WW Hinds,S Chanderpaul,DJ Bravo,D Ramdin,IDR Bradshaw,JE Taylor,DK Butler
237568,New Zealand,West Indies,Westpac Stadium,New Zealand,bat,New Zealand,JM How,NJ Astle,SP Fleming,SB Styris,BB McCullum,PG Fulton,JEC Franklin,HJH Marshall,SE Bond,DL Vettori,MJ Mason
237571,Pakistan,India,National Stadium,India,field,India,Kamran Akmal,Imran Farhat,Shoaib Malik,Mohammad Yousuf,Inzamam-ul-Haq,Younis Khan,Abdul Razzaq,Yasir Arafat,Mohammad Sami,Iftikhar Anjum,Mohammad Asif
237574,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,bat,Sri Lanka,Rajin Saleh,Shahriar Nafees,Aftab Ahmed,Mohammad Ashraful,Habibul Bashar,Khaled Mashud,Khaled Mahmud,Mohammad Rafique,Alok Kapali,Mashrafe Mortaza,Syed Rasel
238169,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh,J Mubarak,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,TM Dilshan,KHRK Fernando,MF Maharoof,HMCM Bandara,CRD Fernando,PDRL Perera
238170,Bangladesh,Sri Lanka,Chittagong Divisional Stadium,Bangladesh,field,Sri Lanka,WU Tharanga,KC Sangakkara,ST Jayasuriya,DPMD Jayawardene,KS Lokuarachchi,TM Dilshan,MF Maharoof,CK Kapugedera,HMCM Bandara,PDRL Perera,KTGD Prasad
238173,Bangladesh,Australia,Chittagong Divisional Stadium,Bangladesh,bat,Australia,Shahriar Nafees,Rajin Saleh,Aftab Ahmed,Mohammad Ashraful,Habibul Bashar,Tushar Imran,Khaled Mashud,Mohammad Rafique,Mashrafe Mortaza,Abdur Razzak,Syed Rasel
238174,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia,AC Gilchrist,SM Katich,RT Ponting,MJ Clarke,A Symonds,MEK Hussey,B Lee,NW Bracken,MG Johnson,DJ Cullen,GB Hogg
238175,Bangladesh,Australia,Narayanganj Osmani Stadium,Bangladesh,bat,Australia,Shahriar Nafees,Aftab Ahmed,Rajin Saleh,Mohammad Ashraful,Habibul Bashar,Alok Kapali,Khaled Mashud,Mohammad Rafique,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain
238176,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand,CH Gayle,D Ganga,RS Morton,RR Sarwan,S Chanderpaul,WW Hinds,DR Smith,D Ramdin,IDR Bradshaw,FH Edwards,JE Taylor
238177,New Zealand,West Indies,Jade Stadium,New Zealand,bat,New Zealand,L Vincent,SP Fleming,NJ Astle,SB Styris,PG Fulton,HJH Marshall,BB McCullum,JEC Franklin,SE Bond,MJ Mason,DL Vettori
238178,New Zealand,West Indies,McLean Park,West Indies,field,New Zealand,L Vincent,SP Fleming,NJ Astle,LRPL Taylor,SB Styris,BB McCullum,PG Fulton,HJH Marshall,KD Mills,SE Bond,JS Patel
238179,New Zealand,West Indies,Eden Park,New Zealand,bat,West Indies,L Vincent,NJ Astle,SP Fleming,LRPL Taylor,SB Styris,PG Fulton,HJH Marshall,BB McCullum,JEC Franklin,KD Mills,SE Bond
238188,India,England,Feroz Shah Kotla,England,field,India,G Gambhir,V Sehwag,R Dravid,Yuvraj Singh,M Kaif,SK Raina,IK Pathan,MS Dhoni,Harbhajan Singh,RP Singh,S Sreesanth
238189,India,England,Nahar Singh Stadium,England,bat,India,AJ Strauss,MJ Prior,OA Shah,KP Pietersen,A Flintoff,PD Collingwood,GO Jones,ID Blackwell,LE Plunkett,Kabir Ali,JM Anderson
238190,India,England,"""Nehru Stadium",India,bat,India,V Sehwag,R Dravid,IK Pathan,Yuvraj Singh,M Kaif,SK Raina,MS Dhoni,RR Powar,MM Patel,AB Agarkar,Harbhajan Singh
238193,India,England,Keenan Stadium,India,bat,England,V Sehwag,M Kaif,MS Dhoni,Yuvraj Singh,SK Raina,Y Venugopal Rao,RR Powar,Harbhajan Singh,RP Singh,VRV Singh,MM Patel
238194,India,England,Maharani Usharaje Trust Cricket Ground,India,field,India,AJ Strauss,IR Bell,MJ Prior,KP Pietersen,PD Collingwood,GO Jones,ID Blackwell,LE Plunkett,Kabir Ali,SI Mahmood,JM Anderson
238196,South Africa,Australia,SuperSport Park,Australia,bat,South Africa,AC Gilchrist,SM Katich,DR Martyn,MJ Clarke,MEK Hussey,SR Watson,GB Hogg,B Lee,NW Bracken,MG Johnson,ML Lewis
238197,South Africa,Australia,Newlands,South Africa,bat,South Africa,GC Smith,HH Dippenaar,HH Gibbs,AB de Villiers,MV Boucher,JM Kemp,SM Pollock,RJ Peterson,AJ Hall,M Ntini,A Nel
238198,South Africa,Australia,St George's Park,South Africa,field,Australia,AC Gilchrist,SM Katich,RT Ponting,DR Martyn,MJ Clarke,MEK Hussey,B Lee,SR Watson,NW Bracken,SR Clark,GB Hogg
238199,South Africa,Australia,Kingsmead,South Africa,bat,Australia,GC Smith,HH Dippenaar,HH Gibbs,AB de Villiers,JH Kallis,MV Boucher,JM Kemp,SM Pollock,R Telemachus,AJ Hall,M Ntini
238200,South Africa,Australia,New Wanderers Stadium,Australia,bat,South Africa,AC Gilchrist,SM Katich,RT Ponting,MEK Hussey,A Symonds,B Lee,NW Bracken,SR Clark,ML Lewis,MJ Clarke,-
238213,Sri Lanka,Pakistan,R Premadasa Stadium,Sri Lanka,field,draw,WU Tharanga,CK Kapugedera,KC Sangakkara,DPMD Jayawardene,RP Arnold,TM Dilshan,MF Maharoof,KS Lokuarachchi,KMDN Kulasekara,SL Malinga,M Muralitharan
238214,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan,WU Tharanga,CK Kapugedera,KC Sangakkara,DPMD Jayawardene,KS Lokuarachchi,RP Arnold,TM Dilshan,MF Maharoof,KTGD Prasad,M Muralitharan,SL Malinga
238215,Sri Lanka,Pakistan,Sinhalese Sports Club Ground,Pakistan,field,Pakistan,CH Gayle,RS Morton,RR Sarwan,BC Lara,S Chanderpaul,MN Samuels,DJ Bravo,CS Baugh,IDR Bradshaw,JE Taylor,FH Edwards
239916,West Indies,India,"""Sabina Park",India,field,West Indies,V Sehwag,R Dravid,SK Raina,M Kaif,MS Dhoni,Y Venugopal Rao,IK Pathan,RR Powar,AB Agarkar,Harbhajan Singh,S Sreesanth
239917,West Indies,India,"""Warner Park",India,bat,West Indies,V Sehwag,R Dravid,SK Raina,Yuvraj Singh,M Kaif,MS Dhoni,IK Pathan,AB Agarkar,RR Powar,S Sreesanth,Harbhajan Singh
239918,West Indies,India,"""Queen's Park Oval",West Indies,field,West Indies,CH Gayle,S Chattergoon,RR Sarwan,BC Lara,DJ Bravo,WW Hinds,DR Smith,D Ramdin,JE Taylor,D Mohammed,-
239919,West Indies,India,"""Queen's Park Oval",India,field,West Indies,RV Uthappa,R Dravid,IK Pathan,Yuvraj Singh,SK Raina,Y Venugopal Rao,MS Dhoni,AB Agarkar,RR Powar,Harbhajan Singh,S Sreesanth
244510,India,Pakistan,Sheikh Zayed Stadium,India,bat,Pakistan,V Sehwag,R Dravid,MS Dhoni,Yuvraj Singh,SK Raina,IK Pathan,S Sreesanth,AB Agarkar,Harbhajan Singh,RR Powar,-
244511,India,Pakistan,Sheikh Zayed Stadium,India,bat,India,CH Gayle,S Chanderpaul,RR Sarwan,MN Samuels,BC Lara,DJ Bravo,D Ramdin,DR Smith,JE Taylor,DBL Powell,CD Collymore
247457,West Indies,Pakistan,"""Sabina Park",Pakistan,field,West Indies,EC Joyce,IR Bell,MP Vaughan,KP Pietersen,PD Collingwood,JWM Dalrymple,A Flintoff,PA Nixon,LE Plunkett,JM Anderson,MS Panesar
247463,England,New Zealand,"""Beausejour Stadium",New Zealand,field,New Zealand,SC Ganguly,V Sehwag,RV Uthappa,SR Tendulkar,R Dravid,Yuvraj Singh,MS Dhoni,Harbhajan Singh,AB Agarkar,Z Khan,MM Patel
247464,Bangladesh,India,"""Queen's Park Oval",India,bat,Bangladesh,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,LPC Silva,RP Arnold,WPUJC Vaas,SL Malinga,MF Maharoof,M Muralitharan,TM Dilshan
247472,Bangladesh,Sri Lanka,"""Queen's Park Oval",Bangladesh,field,Sri Lanka,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,LPC Silva,TM Dilshan,RP Arnold,WPUJC Vaas,SL Malinga,CRD Fernando,M Muralitharan
247476,India,Sri Lanka,"""Queen's Park Oval",India,field,Sri Lanka,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,A Symonds,MEK Hussey,SR Watson,NW Bracken,SW Tait,GD McGrath,GB Hogg
247478,Australia,South Africa,"""Warner Park",South Africa,field,Australia,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,LPC Silva,TM Dilshan,RP Arnold,MF Maharoof,WPUJC Vaas,M Muralitharan,SL Malinga
247482,South Africa,Sri Lanka,Providence Stadium,Sri Lanka,bat,South Africa,CH Gayle,S Chanderpaul,RR Sarwan,MN Samuels,BC Lara,DJ Bravo,D Ramdin,LMP Simmons,DR Smith,DBL Powell,CD Collymore
247483,West Indies,New Zealand,"""Sir Vivian Richards Stadium",New Zealand,field,New Zealand,Tamim Iqbal,Shahriar Nafees,Aftab Ahmed,Shakib Al Hasan,Mohammad Ashraful,Habibul Bashar,Mashrafe Mortaza,Mushfiqur Rahim,Tapash Baisya,Abdur Razzak,Mohammad Rafique
247485,Australia,Bangladesh,"""Sir Vivian Richards Stadium",Australia,field,Australia,WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,TM Dilshan,RP Arnold,WPUJC Vaas,SL Malinga,CRD Fernando,M Muralitharan
247486,West Indies,Sri Lanka,Providence Stadium,West Indies,field,Sri Lanka,Javed Omar,Tamim Iqbal,Aftab Ahmed,Shakib Al Hasan,Habibul Bashar,Mohammad Ashraful,Mushfiqur Rahim,Mashrafe Mortaza,Mohammad Rafique,Abdur Razzak,Syed Rasel
247487,Bangladesh,New Zealand,"""Sir Vivian Richards Stadium",New Zealand,field,New Zealand,Javed Omar,Tamim Iqbal,Habibul Bashar,Shakib Al Hasan,Mohammad Ashraful,Aftab Ahmed,Mushfiqur Rahim,Mashrafe Mortaza,Mohammad Rafique,Abdur Razzak,Syed Rasel
247490,Bangladesh,South Africa,Providence Stadium,South Africa,field,Bangladesh,IR Bell,MP Vaughan,AJ Strauss,KP Pietersen,PD Collingwood,A Flintoff,RS Bopara,PA Nixon,SI Mahmood,MS Panesar,JM Anderson
247491,Australia,England,"""Sir Vivian Richards Stadium",England,bat,Australia,AB de Villiers,GC Smith,JH Kallis,HH Gibbs,MV Boucher,SM Pollock,M Ntini,A Nel,AJ Hall,-,-
247493,West Indies,South Africa,"""National Cricket Stadium",West Indies,field,South Africa,Tamim Iqbal,Shahriar Nafees,Habibul Bashar,Mushfiqur Rahim,Shakib Al Hasan,Mohammad Ashraful,Aftab Ahmed,Mashrafe Mortaza,Mohammad Rafique,Abdur Razzak,Syed Rasel
247494,Bangladesh,England,"""Kensington Oval",England,field,England,GC Smith,JH Kallis,AB de Villiers,HH Gibbs,AG Prince,MV Boucher,SM Pollock,AJ Hall,RJ Peterson,M Ntini,A Nel
247497,New Zealand,South Africa,"""National Cricket Stadium",New Zealand,field,New Zealand,WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,TM Dilshan,RP Arnold,MF Maharoof,KMDN Kulasekara,HMCM Bandara,CRD Fernando
247499,Australia,Sri Lanka,"""National Cricket Stadium",Sri Lanka,bat,Australia,IR Bell,MP Vaughan,AJ Strauss,KP Pietersen,PD Collingwood,A Flintoff,RS Bopara,PA Nixon,SI Mahmood,MS Panesar,JM Anderson
247500,England,South Africa,"""Kensington Oval",England,bat,South Africa,CH Gayle,DS Smith,MN Samuels,S Chanderpaul,RR Sarwan,BC Lara,DJ Bravo,CD Collymore,DBL Powell,JE Taylor,-
247502,West Indies,Bangladesh,"""Kensington Oval",Bangladesh,field,West Indies,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,MEK Hussey,A Symonds,SR Watson,GB Hogg,NW Bracken,SW Tait,GD McGrath
247503,Australia,New Zealand,"""National Cricket Stadium",Australia,bat,Australia,CH Gayle,DS Smith,BC Lara,MN Samuels,RR Sarwan,S Chanderpaul,DJ Bravo,D Ramdin,JE Taylor,DBL Powell,CD Collymore
247504,West Indies,England,"""Kensington Oval",England,field,England,GC Smith,AB de Villiers,JH Kallis,HH Gibbs,AG Prince,MV Boucher,JM Kemp,AJ Hall,SM Pollock,A Nel,CK Langeveldt
247506,Australia,South Africa,"""Beausejour Stadium",South Africa,bat,Australia,AC Gilchrist,ML Hayden,RT Ponting,A Symonds,SR Watson,MJ Clarke,NW Bracken,SW Tait,GD McGrath,GB Hogg,-
247507,Australia,Sri Lanka,"""Kensington Oval",Australia,bat,Australia,GC Smith,LE Bosman,JH Kallis,HH Gibbs,AB de Villiers,MV Boucher,JM Kemp,SM Pollock,A Nel,M Ntini,CK Langeveldt
249211,South Africa,India,Kingsmead,South Africa,bat,South Africa,GC Smith,JH Kallis,HH Gibbs,LE Bosman,AB de Villiers,MV Boucher,SM Pollock,JM Kemp,AJ Hall,M Ntini,CK Langeveldt
249212,South Africa,India,Newlands,South Africa,bat,South Africa,GC Smith,JH Kallis,LE Bosman,HH Gibbs,AB de Villiers,MV Boucher,JM Kemp,SM Pollock,AJ Hall,A Nel,M Ntini
249213,South Africa,India,St George's Park,South Africa,bat,South Africa,V Sehwag,SR Tendulkar,VVS Laxman,D Mongia,MS Dhoni,KD Karthik,IK Pathan,Harbhajan Singh,Z Khan,A Kumble,S Sreesanth
249214,South Africa,India,SuperSport Park,South Africa,field,South Africa,SP Fleming,NJ Astle,HJH Marshall,LRPL Taylor,PG Fulton,CD McMillan,BB McCullum,DL Vettori,JEC Franklin,MR Gillespie,MJ Mason
249229,Australia,New Zealand,Sydney Cricket Ground,New Zealand,bat,Australia,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,A Symonds,MEK Hussey,CL White,B Lee,NW Bracken,GD McGrath,MG Johnson
249230,Australia,New Zealand,Western Australia Cricket Association Ground,Australia,bat,Australia,AJ Strauss,MP Vaughan,IR Bell,KP Pietersen,PD Collingwood,A Flintoff,PA Nixon,JWM Dalrymple,J Lewis,MS Panesar,JM Anderson
249232,Australia,England,Melbourne Cricket Ground,England,bat,Australia,AJ Strauss,MB Loye,IR Bell,EC Joyce,A Flintoff,PD Collingwood,PA Nixon,JWM Dalrymple,CT Tremlett,J Lewis,JM Anderson
249233,Australia,England,"""Brisbane Cricket Ground",England,bat,Australia,AJ Strauss,MB Loye,IR Bell,EC Joyce,PD Collingwood,A Flintoff,JWM Dalrymple,PA Nixon,LE Plunkett,CT Tremlett,MS Panesar
249234,Australia,England,Adelaide Oval,England,bat,Australia,EC Joyce,MB Loye,IR Bell,A Flintoff,AJ Strauss,JWM Dalrymple,PA Nixon,RS Bopara,LE Plunkett,SI Mahmood,MS Panesar
249235,Australia,England,Sydney Cricket Ground,England,bat,England,BB McCullum,NJ Astle,SP Fleming,LRPL Taylor,PG Fulton,CD McMillan,DL Vettori,JEC Franklin,SE Bond,MR Gillespie,JS Patel
249236,England,New Zealand,Bellerive Oval,New Zealand,bat,England,EC Joyce,MP Vaughan,IR Bell,AJ Strauss,PD Collingwood,A Flintoff,JWM Dalrymple,PA Nixon,LE Plunkett,SI Mahmood,MS Panesar
249239,England,New Zealand,"""Brisbane Cricket Ground",England,bat,England,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,BJ Hodge,MEK Hussey,GB Hogg,SR Watson,B Lee,NW Bracken,GD McGrath
249240,Australia,England,Melbourne Cricket Ground,Australia,bat,England,EC Joyce,MB Loye,IR Bell,AJ Strauss,PD Collingwood,A Flintoff,JWM Dalrymple,PA Nixon,LE Plunkett,SI Mahmood,MS Panesar
249241,Australia,England,Sydney Cricket Ground,England,bat,England,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,MS Atapattu,TM Dilshan,MF Maharoof,WPUJC Vaas,M Muralitharan,SL Malinga,CRD Fernando
249739,Bangladesh,Sri Lanka,"""Punjab Cricket Association Stadium",Bangladesh,field,Sri Lanka,Shahriar Nafees,Mohammad Ashraful,Aftab Ahmed,Shakib Al Hasan,Habibul Bashar,Farhad Reza,Khaled Mashud,Mohammad Rafique,Mashrafe Mortaza,Abdur Razzak,Syed Rasel
249742,Bangladesh,West Indies,Sawai Mansingh Stadium,Bangladesh,bat,West Indies,CH Gayle,RR Sarwan,S Chanderpaul,BC Lara,WW Hinds,DJ Bravo,MN Samuels,DR Smith,CS Baugh,FH Edwards,CD Collymore
249744,Sri Lanka,West Indies,Brabourne Stadium,West Indies,bat,Sri Lanka,AJ Strauss,IR Bell,A Flintoff,MH Yardy,KP Pietersen,PD Collingwood,JWM Dalrymple,CMW Read,SI Mahmood,SJ Harmison,JM Anderson
249745,India,England,Sawai Mansingh Stadium,India,field,India,L Vincent,SP Fleming,NJ Astle,HJH Marshall,PG Fulton,JDP Oram,BB McCullum,DL Vettori,JEC Franklin,KD Mills,JS Patel
249746,New Zealand,South Africa,Brabourne Stadium,South Africa,field,New Zealand,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,MS Atapattu,TM Dilshan,MF Maharoof,WPUJC Vaas,M Muralitharan,SL Malinga,CRD Fernando
249747,Pakistan,Sri Lanka,Sawai Mansingh Stadium,Sri Lanka,bat,Pakistan,WW Hinds,CH Gayle,DR Smith,RR Sarwan,RS Morton,BC Lara,CS Baugh,MN Samuels,IDR Bradshaw,JE Taylor,DJ Bravo
249748,Australia,West Indies,Brabourne Stadium,West Indies,bat,West Indies,L Vincent,SP Fleming,NJ Astle,HJH Marshall,SB Styris,JDP Oram,BB McCullum,DL Vettori,KD Mills,SE Bond,JS Patel
249749,New Zealand,Sri Lanka,Brabourne Stadium,New Zealand,bat,Sri Lanka,AJ Strauss,IR Bell,KP Pietersen,A Flintoff,MH Yardy,PD Collingwood,JWM Dalrymple,CMW Read,SI Mahmood,SJ Harmison,JM Anderson
249750,Australia,England,Sawai Mansingh Stadium,Australia,field,Australia,GC Smith,HH Dippenaar,HH Gibbs,AB de Villiers,JH Kallis,MV Boucher,JM Kemp,SM Pollock,RJ Peterson,A Nel,M Ntini
249751,South Africa,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,field,South Africa,L Vincent,NJ Astle,SP Fleming,PG Fulton,SB Styris,JDP Oram,BB McCullum,JEC Franklin,DL Vettori,KD Mills,SE Bond
249752,New Zealand,Pakistan,"""Punjab Cricket Association Stadium",Pakistan,field,New Zealand,V Sehwag,SR Tendulkar,IK Pathan,R Dravid,Yuvraj Singh,MS Dhoni,SK Raina,Harbhajan Singh,AB Agarkar,RP Singh,MM Patel
249753,India,West Indies,"""Sardar Patel Stadium",West Indies,field,West Indies,CH Gayle,S Chanderpaul,DJ Bravo,RR Sarwan,BC Lara,MN Samuels,FH Edwards,JE Taylor,CD Collymore,-,-
249755,England,West Indies,"""Sardar Patel Stadium",West Indies,bat,England,V Sehwag,SR Tendulkar,D Mongia,R Dravid,M Kaif,MS Dhoni,SK Raina,IK Pathan,Harbhajan Singh,MM Patel,S Sreesanth
249756,India,Australia,"""Punjab Cricket Association Stadium",India,bat,Australia,AC Gilchrist,SR Watson,RT Ponting,DR Martyn,MEK Hussey,A Symonds,MJ Clarke,B Lee,MG Johnson,NW Bracken,GD McGrath
249757,Australia,New Zealand,"""Punjab Cricket Association Stadium",New Zealand,field,Australia,S Chanderpaul,CH Gayle,RR Sarwan,DJ Bravo,BC Lara,RS Morton,MN Samuels,CS Baugh,JE Taylor,IDR Bradshaw,CD Collymore
249759,Australia,West Indies,Brabourne Stadium,West Indies,bat,Australia,AB de Villiers,GC Smith,LE Bosman,JH Kallis,AG Prince,MV Boucher,JM Kemp,SM Pollock,M Ntini,A Nel,RJ Peterson
250668,South Africa,Pakistan,SuperSport Park,Pakistan,field,South Africa,Imran Nazir,Kamran Akmal,Younis Khan,Mohammad Yousuf,Inzamam-ul-Haq,Shahid Afridi,Mohammad Asif,Naved-ul-Hasan,Abdul Razzaq,Azhar Mahmood,Shoaib Malik
250669,South Africa,Pakistan,Kingsmead,Pakistan,bat,Pakistan,Imran Nazir,Younis Khan,Kamran Akmal,Mohammad Yousuf,Inzamam-ul-Haq,Shoaib Malik,Abdul Razzaq,Azhar Mahmood,Naved-ul-Hasan,Abdur Rehman,Mohammad Asif
