Match_id,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11
366624,New Zealand,India,Seddon Park,New Zealand,bat,India,CH Gayle,XM Marshall,RR Sarwan,S Chanderpaul,SE Findlay,D Ramdin,KA Pollard,JE Taylor,DBL Powell,NO Miller,FH Edwards
366625,New Zealand,India,Eden Park,India,bat,New Zealand,CH Gayle,S Chattergoon,RR Sarwan,S Chanderpaul,XM Marshall,CS Baugh,BP Nash,JE Taylor,DBL Powell,NO Miller,LS Baker
366626,New Zealand,India,Westpac Stadium,India,bat,draw,Salman Butt,Khurram Manzoor,Misbah-ul-Haq,Younis Khan,Shoaib Malik,Kamran Akmal,Shahid Afridi,Sohail Tanvir,Iftikhar Anjum,Umar Gul,Saeed Ajmal
366627,New Zealand,India,AMI Stadium,New Zealand,field,India,KD Karthik,G Gambhir,RG Sharma,Yuvraj Singh,MS Dhoni,RA Jadeja,YK Pathan,Harbhajan Singh,RP Singh,A Nehra,I Sharma
366709,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,draw,KD Karthik,RG Sharma,G Gambhir,Yuvraj Singh,MS Dhoni,YK Pathan,RA Jadeja,Harbhajan Singh,P Kumar,RP Singh,A Nehra
366711,New Zealand,West Indies,Westpac Stadium,New Zealand,field,New Zealand,CH Gayle,RS Morton,RR Sarwan,S Chanderpaul,DJ Bravo,DM Bravo,D Ramdin,JE Taylor,R Rampaul,DE Bernard,SJ Benn
374059,Pakistan,West Indies,Sheikh Zayed Stadium,West Indies,bat,Pakistan,WU Tharanga,KC Sangakkara,ST Jayasuriya,DPMD Jayawardene,CK Kapugedera,J Mubarak,AD Mathews,KMDN Kulasekara,T Thushara,M Muralitharan,BAW Mendis
374060,Pakistan,West Indies,Sheikh Zayed Stadium,Pakistan,bat,Pakistan,CH Gayle,LMP Simmons,RR Sarwan,S Chanderpaul,DJ Bravo,D Ramdin,KA Pollard,JE Taylor,DJG Sammy,SJ Benn,R Rampaul
377313,West Indies,India,"""Sabina Park",India,bat,India,S Nitschke,LC Sthalekar,LJ Poulton,KL Rolton,JM Fields,AJ Blackwell,EA Perry,LK Ebsary,RM Farrell,EA Osborne,SJ Andrews
377314,West Indies,India,"""Sabina Park",India,bat,West Indies,TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,J Mubarak,MF Maharoof,T Thushara,KMDN Kulasekara,M Muralitharan,BAW Mendis
377315,West Indies,India,"""Beausejour Stadium",India,field,India,TM Dilshan,ST Jayasuriya,KC Sangakkara,SHT Kandamby,DPMD Jayawardene,CK Kapugedera,MF Maharoof,T Thushara,M Muralitharan,KMDN Kulasekara,BAW Mendis
377316,West Indies,India,"""Beausejour Stadium",India,field,draw,TM Dilshan,ST Jayasuriya,KC Sangakkara,SHT Kandamby,DPMD Jayawardene,CK Kapugedera,MF Maharoof,KMDN Kulasekara,T Thushara,BAW Mendis,M Muralitharan
378755,Bangladesh,Sri Lanka,Shere Bangla National Stadium,Bangladesh,field,Bangladesh,TM Dilshan,KC Sangakkara,ST Jayasuriya,SHT Kandamby,MF Maharoof,DPMD Jayawardene,CK Kapugedera,T Thushara,KMDN Kulasekara,BAW Mendis,M Muralitharan
380715,England,West Indies,County Ground,England,field,England,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,SK Raina,MS Dhoni,YK Pathan,Z Khan,P Kumar,PP Ojha,I Sharma
385749,Pakistan,Sri Lanka,National Stadium,Sri Lanka,bat,Pakistan,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,SK Raina,YK Pathan,Z Khan,P Kumar,I Sharma,PP Ojha
385750,Pakistan,Sri Lanka,National Stadium,Pakistan,field,Sri Lanka,V Sehwag,G Gambhir,MS Dhoni,Yuvraj Singh,YK Pathan,SK Raina,RG Sharma,P Kumar,IK Pathan,I Sharma,PP Ojha
385751,Pakistan,Sri Lanka,Gaddafi Stadium,Sri Lanka,bat,Sri Lanka,TM Dilshan,ST Jayasuriya,KC Sangakkara,SHT Kandamby,DPMD Jayawardene,CK Kapugedera,T Thushara,MF Maharoof,KMDN Kulasekara,M Muralitharan,BAW Mendis
386530,Sri Lanka,India,Rangiri Dambulla International Stadium,India,field,India,HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,R McLaren,JA Morkel,MV Boucher,RE van der Merwe,DW Steyn,CK Langeveldt
386531,Sri Lanka,India,R Premadasa Stadium,India,bat,India,HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,MV Boucher,R McLaren,DW Steyn,WD Parnell,M Morkel,RE van der Merwe
386532,Sri Lanka,India,R Premadasa Stadium,India,bat,India,HM Amla,GC Smith,AB de Villiers,JP Duminy,AN Petersen,MV Boucher,R McLaren,J Botha,WD Parnell,M Morkel,CK Langeveldt
386533,Sri Lanka,India,R Premadasa Stadium,India,bat,India,SE Marsh,BJ Haddin,SR Watson,MJ Clarke,A Symonds,CJ Ferguson,NM Hauritz,JR Hopes,NW Bracken,SR Clark,BW Hilfenhaus
386534,Sri Lanka,India,R Premadasa Stadium,Sri Lanka,bat,Sri Lanka,Salman Butt,Ahmed Shehzad,Younis Khan,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Kamran Akmal,Umar Gul,Shoaib Akhtar,Saeed Ajmal,Iftikhar Anjum
387566,South Africa,England,SuperSport Park,England,field,England,JR Hopes,BJ Haddin,SR Watson,MJ Clarke,A Symonds,CJ Ferguson,DJ Hussey,NM Hauritz,NW Bracken,BW Hilfenhaus,SR Clark
387567,South Africa,England,Newlands,South Africa,bat,South Africa,Salman Butt,Younis Khan,Ahmed Shehzad,Misbah-ul-Haq,Shoaib Malik,Shahid Afridi,Kamran Akmal,Yasir Arafat,Sohail Tanvir,Shoaib Akhtar,Saeed Ajmal
387568,South Africa,England,St George's Park,South Africa,bat,England,SR Watson,BJ Haddin,MJ North,MJ Clarke,A Symonds,CJ Ferguson,DE Bollinger,BW Hilfenhaus,B Laughlin,NM Hauritz,JR Hopes
392616,Australia,Pakistan,Dubai Sports City Cricket Stadium,Australia,bat,Pakistan,Tamim Iqbal,Mohammad Ashraful,Junaid Siddique,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Syed Rasel,Rubel Hossain
392617,Australia,Pakistan,Dubai Sports City Cricket Stadium,Pakistan,bat,Australia,DM Richards,ADS Fletcher,DS Smith,TM Dowlin,FL Reifer,DE Bernard,RN Lewis,DJG Sammy,KAJ Roach,GC Tonge,DC Thomas
392618,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia,KOA Powell,DS Smith,ADS Fletcher,TM Dowlin,FL Reifer,DE Bernard,DJG Sammy,DC Thomas,NO Miller,KAJ Roach,GC Tonge
392619,Australia,Pakistan,Sheikh Zayed Stadium,Pakistan,bat,Australia,Tamim Iqbal,Junaid Siddique,Mohammad Ashraful,Naeem Islam,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Raqibul Hasan,Mehrab Hossain jnr,Nazmul Hossain,Rubel Hossain
392620,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Pakistan,WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,TT Samaraweera,AD Mathews,KMDN Kulasekara,M Muralitharan,T Thushara,SL Malinga
401073,West Indies,Bangladesh,"""Windsor Park",West Indies,field,Bangladesh,Nasir Jamshed,Younis Khan,Kamran Akmal,Shoaib Malik,Umar Akmal,Fawad Alam,Shahid Afridi,Abdul Razzaq,Umar Gul,Mohammad Amir,Saeed Ajmal
401074,West Indies,Bangladesh,"""Windsor Park",West Indies,bat,Bangladesh,Kamran Akmal,Nasir Jamshed,Younis Khan,Shoaib Malik,Umar Akmal,Fawad Alam,Shahid Afridi,Abdul Razzaq,Naved-ul-Hasan,Mohammad Amir,Saeed Ajmal
401075,West Indies,Bangladesh,"""Warner Park",West Indies,bat,Bangladesh,Kamran Akmal,Imran Nazir,Younis Khan,Mohammad Yousuf,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Mohammad Amir,Naved-ul-Hasan,Iftikhar Anjum,Saeed Ajmal
401076,West Indies,Bangladesh,"""Warner Park",Bangladesh,bat,West Indies,Kamran Akmal,Younis Khan,Imran Nazir,Mohammad Yousuf,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Naved-ul-Hasan,Iftikhar Anjum,Mohammad Amir,Saeed Ajmal
403370,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,Pakistan,field,Sri Lanka,TM Dilshan,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,TT Samaraweera,SHT Kandamby,AD Mathews,KMDN Kulasekara,T Thushara,BAW Mendis,SL Malinga
403371,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,Sri Lanka,field,Sri Lanka,TM Dilshan,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,AD Mathews,SHT Kandamby,CK Kapugedera,KMDN Kulasekara,T Thushara,SL Malinga,BAW Mendis
403372,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,Sri Lanka,field,Sri Lanka,BB McCullum,JD Ryder,MJ Guptill,LRPL Taylor,GD Elliott,JDP Oram,NT Broom,DL Vettori,KD Mills,IG Butler,SE Bond
403373,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,bat,Pakistan,R Dravid,SR Tendulkar,MS Dhoni,Yuvraj Singh,YK Pathan,SK Raina,V Kohli,A Nehra,I Sharma,RP Singh,Harbhajan Singh
403374,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,bat,Pakistan,SR Watson,SE Marsh,RT Ponting,MJ Clarke,CL White,MEK Hussey,BJ Haddin,MG Johnson,NM Hauritz,RJ Harris,DE Bollinger
403380,Sri Lanka,New Zealand,R Premadasa Stadium,Sri Lanka,bat,Sri Lanka,CH Gayle,TM Dowlin,RS Morton,N Deonarine,LMP Simmons,D Ramdin,KA Pollard,DR Smith,NO Miller,R Rampaul,KAJ Roach
403381,Sri Lanka,India,R Premadasa Stadium,Sri Lanka,bat,Sri Lanka,TD Paine,AC Voges,MJ Clarke,RT Ponting,CL White,MEK Hussey,JR Hopes,NM Hauritz,MG Johnson,RJ Harris,DE Bollinger
403382,India,New Zealand,R Premadasa Stadium,New Zealand,bat,India,SR Watson,TD Paine,RT Ponting,CL White,AC Voges,MEK Hussey,JR Hopes,MG Johnson,RJ Harris,DE Bollinger,NM Hauritz
403383,Sri Lanka,India,R Premadasa Stadium,India,bat,India,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,AC Voges,JR Hopes,DE Bollinger,RJ Harris,CJ McKay,SPD Smith
406192,Australia,West Indies,Melbourne Cricket Ground,West Indies,field,Australia,Salman Butt,Kamran Akmal,Younis Khan,Mohammad Yousuf,Umar Akmal,Shoaib Malik,Shahid Afridi,Mohammad Amir,Naved-ul-Hasan,Saeed Ajmal,Mohammad Asif
406193,Australia,West Indies,Adelaide Oval,West Indies,bat,Australia,SR Watson,SE Marsh,RT Ponting,MJ Clarke,CL White,MEK Hussey,BJ Haddin,NM Hauritz,DE Bollinger,PM Siddle,CJ McKay
406194,Australia,West Indies,Sydney Cricket Ground,West Indies,field,draw,SR Watson,SE Marsh,RT Ponting,MJ Clarke,CL White,MEK Hussey,NM Hauritz,BJ Haddin,DE Bollinger,RJ Harris,CJ McKay
406195,Australia,West Indies,"""Brisbane Cricket Ground",West Indies,field,Australia,SE Marsh,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,NM Hauritz,RJ Harris,CJ McKay,PM Siddle
406196,Australia,West Indies,Melbourne Cricket Ground,Australia,bat,Australia,Salman Butt,Younis Khan,Khalid Latif,Shoaib Malik,Umar Akmal,Fawad Alam,Shahid Afridi,Sarfraz Ahmed,Naved-ul-Hasan,Iftikhar Anjum,Mohammad Asif
406202,Australia,Pakistan,"""Brisbane Cricket Ground",Pakistan,bat,Australia,DA Warner,SR Watson,MJ Clarke,BJ Haddin,DJ Hussey,CL White,MEK Hussey,SPD Smith,RJ Harris,SW Tait,DP Nannes
406203,Australia,Pakistan,Sydney Cricket Ground,Pakistan,field,Australia,Kamran Akmal,Salman Butt,Mohammad Hafeez,Umar Akmal,Shahid Afridi,Misbah-ul-Haq,Abdul Razzaq,Fawad Alam,Mohammad Amir,Saeed Ajmal,Mohammad Asif
406204,Australia,Pakistan,Adelaide Oval,Australia,bat,Australia,BB McCullum,JD Ryder,MJ Guptill,LRPL Taylor,DL Vettori,SB Styris,GJ Hopkins,NL McCullum,IG Butler,SE Bond,KD Mills
406205,Australia,Pakistan,Western Australia Cricket Association Ground,Australia,bat,Australia,MJ Lumb,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,LJ Wright,TT Bresnan,MH Yardy,GP Swann,RJ Sidebottom,SCJ Broad
406206,Australia,Pakistan,Western Australia Cricket Association Ground,Pakistan,bat,Australia,CH Gayle,S Chanderpaul,DJG Sammy,KA Pollard,DJ Bravo,RR Sarwan,D Ramdin,WW Hinds,JE Taylor,KAJ Roach,SJ Benn
412688,Australia,Bangladesh,"""Kensington Oval",Australia,bat,Australia,Kamran Akmal,Salman Butt,Umar Akmal,Shahid Afridi,Khalid Latif,Abdul Razzaq,Misbah-ul-Haq,Mohammad Amir,Abdur Rehman,Saeed Ajmal,Mohammad Hafeez
412689,England,Pakistan,"""Kensington Oval",England,field,England,TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,TT Samaraweera,AD Mathews,SHT Kandamby,KMDN Kulasekara,M Muralitharan,SL Malinga,BAW Mendis
412693,New Zealand,Pakistan,"""Kensington Oval",Pakistan,field,New Zealand,DM Richards,ADS Fletcher,DS Smith,TM Dowlin,FL Reifer,DE Bernard,DJG Sammy,CAK Walton,NO Miller,TL Best,GC Tonge
412694,England,South Africa,"""Kensington Oval",England,bat,England,BB McCullum,JD Ryder,MJ Guptill,LRPL Taylor,GD Elliott,NT Broom,GJ Hopkins,KD Mills,DR Tuffey,SE Bond,DL Vettori
412695,West Indies,India,"""Kensington Oval",India,field,West Indies,TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,SHT Kandamby,TT Samaraweera,AD Mathews,KMDN Kulasekara,M Muralitharan,SL Malinga,BAW Mendis
412702,Australia,Pakistan,"""Beausejour Stadium",Australia,field,Australia,SR Watson,RT Ponting,TD Paine,MEK Hussey,CJ Ferguson,CL White,JR Hopes,MG Johnson,B Lee,NM Hauritz,PM Siddle
415273,South Africa,Sri Lanka,SuperSport Park,South Africa,field,Sri Lanka,Imran Nazir,Kamran Akmal,Younis Khan,Shoaib Malik,Mohammad Yousuf,Shahid Afridi,Umar Akmal,Naved-ul-Hasan,Umar Gul,Mohammad Amir,Saeed Ajmal
415274,Pakistan,West Indies,New Wanderers Stadium,West Indies,bat,Pakistan,AJ Strauss,JL Denly,OA Shah,PD Collingwood,EJG Morgan,LJ Wright,RS Bopara,SCJ Broad,GP Swann,JM Anderson,G Onions
415275,South Africa,New Zealand,SuperSport Park,South Africa,field,South Africa,AJ Strauss,OA Shah,JL Denly,PD Collingwood,EJG Morgan,RS Bopara,LJ Wright,SCJ Broad,GP Swann,RJ Sidebottom,JM Anderson
415276,England,Sri Lanka,New Wanderers Stadium,England,field,England,ADS Fletcher,KOA Powell,DS Smith,TM Dowlin,FL Reifer,DE Bernard,DJG Sammy,RT Crandon,NO Miller,KAJ Roach,GC Tonge
415277,Australia,West Indies,New Wanderers Stadium,West Indies,field,Australia,AJ Strauss,JL Denly,OA Shah,PD Collingwood,EJG Morgan,SM Davies,LJ Wright,TT Bresnan,GP Swann,JM Anderson,G Onions
415278,India,Pakistan,SuperSport Park,Pakistan,bat,Pakistan,Imran Nazir,Kamran Akmal,Shoaib Malik,Younis Khan,Mohammad Yousuf,Umar Akmal,Shahid Afridi,Naved-ul-Hasan,Umar Gul,Mohammad Amir,Saeed Ajmal
415280,South Africa,England,SuperSport Park,England,bat,England,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,GD Elliott,NT Broom,JEC Franklin,KD Mills,IG Butler,JS Patel,SE Bond
415281,Australia,India,SuperSport Park,Australia,bat,draw,SR Watson,TD Paine,RT Ponting,CL White,MEK Hussey,AC Voges,JR Hopes,MG Johnson,B Lee,PM Siddle,NM Hauritz
415282,England,New Zealand,New Wanderers Stadium,New Zealand,field,New Zealand,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,SK Raina,Harbhajan Singh,P Kumar,A Nehra,I Sharma,RA Jadeja
415284,India,West Indies,New Wanderers Stadium,India,field,India,SR Watson,RT Ponting,MEK Hussey,CL White,AC Voges,MC Henriques,MG Johnson,PM Siddle,DE Bollinger,NM Hauritz,-
415285,Australia,England,SuperSport Park,England,bat,Australia,SR Watson,SE Marsh,RT Ponting,CL White,MEK Hussey,MC Henriques,MG Johnson,GA Manou,NM Hauritz,PM Siddle,DE Bollinger
415286,New Zealand,Pakistan,New Wanderers Stadium,Pakistan,bat,New Zealand,SR Watson,SE Marsh,RT Ponting,CL White,MEK Hussey,BW Hilfenhaus,DE Bollinger,CJ McKay,NM Hauritz,AC Voges,-
415287,Australia,New Zealand,SuperSport Park,New Zealand,bat,Australia,V Sehwag,G Gambhir,SR Tendulkar,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,A Nehra,MM Patel
416236,India,Australia,Reliance Stadium,Australia,bat,Australia,SR Taylor,DJS Dottin,PY Lavine,SF Daley,CP Jack,B Cooper,SACA King,MR Aguilleira,SA Campbelle,A Mohammed,SC Selman
416237,India,Australia,"""Vidarbha Cricket Association Stadium",Australia,field,India,BB McCullum,PJ Ingram,MJ Guptill,LRPL Taylor,JEC Franklin,NT Broom,DL Vettori,JDP Oram,TG Southee,DR Tuffey,AJ McKay
416238,India,Australia,Feroz Shah Kotla,Australia,bat,India,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Aftab Ahmed,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Shahadat Hossain,Shafiul Islam,Rubel Hossain
416239,India,Australia,"""Punjab Cricket Association Stadium",India,field,Australia,Tamim Iqbal,Imrul Kayes,Aftab Ahmed,Mohammad Ashraful,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Shahadat Hossain,Shafiul Islam,Rubel Hossain
416240,India,Australia,"""Rajiv Gandhi International Stadium",Australia,bat,Australia,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,MG Johnson,NM Hauritz,RJ Harris,DE Bollinger
416241,India,Australia,Nehru Stadium,India,bat,Australia,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,MG Johnson,DE Bollinger,RJ Harris,NM Hauritz
423783,New Zealand,Bangladesh,McLean Park,New Zealand,bat,New Zealand,BB McCullum,PJ Ingram,MJ Guptill,LRPL Taylor,NT Broom,SB Styris,GJ Hopkins,DL Vettori,SE Bond,TG Southee,MJ Mason
423784,New Zealand,Bangladesh,University Oval,New Zealand,field,New Zealand,BB McCullum,MJ Guptill,LRPL Taylor,SL Stewart,SB Styris,DL Vettori,GJ Hopkins,JEC Franklin,DR Tuffey,SE Bond,TG Southee
423785,New Zealand,Bangladesh,AMI Stadium,New Zealand,field,New Zealand,BB McCullum,MJ Guptill,LRPL Taylor,SL Stewart,SB Styris,DL Vettori,GJ Hopkins,NL McCullum,DR Tuffey,SE Bond,TG Southee
423791,New Zealand,Australia,McLean Park,Australia,bat,New Zealand,SR Watson,TD Paine,RT Ponting,MJ Clarke,CL White,MEK Hussey,JR Hopes,NM Hauritz,RJ Harris,DE Bollinger,JR Hazlewood
423792,New Zealand,Australia,Eden Park,Australia,bat,Australia,SR Watson,TD Paine,RT Ponting,MJ Clarke,CL White,MEK Hussey,SPD Smith,JR Hopes,RJ Harris,DE Bollinger,SW Tait
423793,New Zealand,Australia,Seddon Park,Australia,field,Australia,SR Watson,TD Paine,RT Ponting,MJ Clarke,CL White,MEK Hussey,SPD Smith,SW Tait,DE Bollinger,RJ Harris,JR Hopes
423794,New Zealand,Australia,Eden Park,Australia,field,Australia,SR Watson,TD Paine,RT Ponting,CL White,SE Marsh,MEK Hussey,SPD Smith,JR Hopes,RJ Harris,SW Tait,DE Bollinger
423795,New Zealand,Australia,Westpac Stadium,Australia,field,New Zealand,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Faisal Hossain,Mashrafe Mortaza,Abdur Razzak,Shafiul Islam
426387,England,Australia,The Rose Bowl,Australia,bat,England,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Jahurul Islam,Shakib Al Hasan,Mohammad Ashraful,Mahmudullah,Mashrafe Mortaza,Abdur Razzak,Shafiul Islam,Rubel Hossain
426389,England,Australia,Old Trafford,England,field,England,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Aftab Ahmed,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Mashrafe Mortaza,Abdur Razzak,Shafiul Islam
426390,England,Australia,Kennington Oval,England,field,Australia,Tamim Iqbal,Imrul Kayes,Aftab Ahmed,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Naeem Islam,Suhrawadi Shuvo,Shafiul Islam,Rubel Hossain,Abdur Razzak
426391,England,Australia,Lord's,Australia,bat,Australia,AN Cook,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,LJ Wright,TT Bresnan,A Shahzad,LE Plunkett,GP Swann,-
426403,England,Bangladesh,Trent Bridge,Bangladesh,bat,England,AJ Strauss,SM Davies,IJL Trott,PD Collingwood,EJG Morgan,RS Bopara,TT Bresnan,MH Yardy,JM Anderson,SCJ Broad,GP Swann
426404,England,Bangladesh,County Ground,England,field,Bangladesh,Kamran Akmal,Mohammad Hafeez,Mohammad Yousuf,Asad Shafiq,Umar Akmal,Fawad Alam,Shahid Afridi,Umar Gul,Saeed Ajmal,Shoaib Akhtar,Mohammad Irfan
426420,Bangladesh,England,Shere Bangla National Stadium,England,field,England,Kamran Akmal,Mohammad Hafeez,Mohammad Yousuf,Asad Shafiq,Fawad Alam,Umar Akmal,Shahid Afridi,Abdul Razzaq,Umar Gul,Saeed Ajmal,Shoaib Akhtar
426421,Bangladesh,England,Shere Bangla National Stadium,England,field,England,Kamran Akmal,Mohammad Hafeez,Asad Shafiq,Mohammad Yousuf,Fawad Alam,Umar Akmal,Shahid Afridi,Abdul Razzaq,Umar Gul,Shoaib Akhtar,Saeed Ajmal
426422,Bangladesh,England,Zohur Ahmed Chowdhury Stadium,Bangladesh,field,England,Salman Butt,Younis Khan,Khalid Latif,Mohammad Yousuf,Umar Akmal,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Umar Gul,Mohammad Amir,Saeed Ajmal
426428,England,Pakistan,Riverside Ground,Pakistan,field,England,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,SB Styris,DL Vettori,NT Broom,JDP Oram,KD Mills,SE Bond,TG Southee
426429,England,Pakistan,Headingley,Pakistan,bat,England,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,SB Styris,DL Vettori,NT Broom,JDP Oram,KD Mills,SE Bond,TG Southee
426430,England,Pakistan,Kennington Oval,Pakistan,bat,Pakistan,V Sehwag,SR Tendulkar,MS Dhoni,SK Raina,G Gambhir,Harbhajan Singh,V Kohli,RA Jadeja,P Kumar,A Nehra,Z Khan
426431,England,Pakistan,Lord's,Pakistan,bat,Pakistan,V Sehwag,G Gambhir,SR Tendulkar,V Kohli,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,Z Khan,A Nehra
426720,New Zealand,Pakistan,Sheikh Zayed Stadium,Pakistan,bat,Pakistan,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,SHT Kandamby,CK Kapugedera,KMDN Kulasekara,S Randiv,SL Malinga,BAW Mendis,UWMBCA Welegedara
426721,New Zealand,Pakistan,Sheikh Zayed Stadium,New Zealand,bat,New Zealand,WU Tharanga,TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,NLTC Perera,SHT Kandamby,TT Samaraweera,RAS Lakmal,SL Malinga,S Randiv
426722,New Zealand,Pakistan,Sheikh Zayed Stadium,New Zealand,bat,New Zealand,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,YK Pathan,S Sreesanth,Z Khan,MM Patel,Harbhajan Singh,Yuvraj Singh,-
430886,India,Sri Lanka,Madhavrao Scindia Cricket Ground,Sri Lanka,field,India,CH Gayle,DM Bravo,DS Smith,RR Sarwan,S Chanderpaul,DJ Bravo,DC Thomas,KA Pollard,DJG Sammy,KAJ Roach,SJ Benn
430887,India,Sri Lanka,"""Vidarbha Cricket Association Stadium",India,bat,Sri Lanka,MJ Guptill,BB McCullum,JD Ryder,LRPL Taylor,JEC Franklin,SB Styris,JM How,NL McCullum,DL Vettori,TG Southee,HK Bennett
430888,India,Sri Lanka,Barabati Stadium,Sri Lanka,bat,India,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,YK Pathan,V Kohli,Z Khan,Harbhajan Singh,PP Chawla,MM Patel
430889,India,Sri Lanka,Eden Gardens,Sri Lanka,bat,India,Tamim Iqbal,Junaid Siddique,Imrul Kayes,Mushfiqur Rahim,Shakib Al Hasan,Raqibul Hasan,Mohammad Ashraful,Naeem Islam,Shafiul Islam,Abdur Razzak,Rubel Hossain
430890,India,Sri Lanka,Feroz Shah Kotla,India,field,draw,AJ Strauss,KP Pietersen,IJL Trott,IR Bell,RS Bopara,MJ Prior,MH Yardy,TT Bresnan,GP Swann,SCJ Broad,JM Anderson
433558,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,field,India,MJ Guptill,BB McCullum,JM How,LRPL Taylor,JEC Franklin,SB Styris,NL McCullum,JDP Oram,KD Mills,TG Southee,-
433564,South Africa,West Indies,Feroz Shah Kotla,South Africa,field,South Africa,AJ Strauss,MJ Prior,IJL Trott,IR Bell,EJG Morgan,RS Bopara,GP Swann,PD Collingwood,TT Bresnan,A Shahzad,JM Anderson
433565,Australia,New Zealand,"""Vidarbha Cricket Association Stadium",Australia,field,Australia,V Sehwag,SR Tendulkar,G Gambhir,YK Pathan,MS Dhoni,Yuvraj Singh,V Kohli,Harbhajan Singh,Z Khan,A Nehra,MM Patel
433568,India,England,M Chinnaswamy Stadium,India,bat,draw,AJ Strauss,MJ Prior,IJL Trott,IR Bell,EJG Morgan,RS Bopara,LJ Wright,JC Tredwell,TT Bresnan,GP Swann,CT Tremlett
433576,Bangladesh,West Indies,Shere Bangla National Stadium,Bangladesh,bat,West Indies,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,TT Samaraweera,LPC Silva,KMDN Kulasekara,SL Malinga,M Muralitharan,BAW Mendis
433577,Sri Lanka,Australia,R Premadasa Stadium,Sri Lanka,bat,draw,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,SPD Smith,MG Johnson,JJ Krejza,B Lee,SW Tait
433579,England,South Africa,"""MA Chidambaram Stadium",England,bat,England,HM Amla,GC Smith,JH Kallis,JP Duminy,F du Plessis,MN van Wyk,J Botha,RJ Peterson,WD Parnell,LL Tsotsobe,Imran Tahir
